Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0,Time - Voltage,Amplitude - Voltage,Time - Voltage_0,Amplitude - Voltage_0
0.118,0.00176211,0.118,0.00144,0.118,0.019766,0.118,0.034314,0.118,0.00910192,0.118,0.00913483,0.118,0.00985894,0.118,0.00916774,0.118,0.0092994,0.118,0.023979,0.118,0.0239132
0.119,0.00172919,0.119,0.00145977,0.119,0.0204901,0.119,0.0337544,0.119,0.00913483,0.119,0.00903609,0.119,0.00900318,0.119,0.00913483,0.119,0.0095298,0.119,0.0239461,0.119,0.0242423
0.12,0.00169628,0.12,0.00144659,0.12,0.0193052,0.12,0.034314,0.12,0.00913483,0.12,0.00910192,0.12,0.0100564,0.12,0.00916774,0.12,0.0083449,0.12,0.0239132,0.12,0.0240778
0.121,0.00169628,0.121,0.00144659,0.121,0.019766,0.121,0.0342482,0.121,0.00890443,0.121,0.00913483,0.121,0.00844364,0.121,0.00916774,0.121,0.00814741,0.121,0.0239461,0.121,0.0234195
0.122,0.00169628,0.122,0.00142682,0.122,0.0202927,0.122,0.0342152,0.122,0.0092994,0.122,0.00916774,0.122,0.00903609,0.122,0.009069,0.122,0.00893735,0.122,0.0239461,0.122,0.0245385
0.123,0.00172919,0.123,0.00141364,0.123,0.0192065,0.123,0.0333924,0.123,0.00936523,0.123,0.00920066,0.123,0.00926649,0.123,0.00897026,0.123,0.00897026,0.123,0.023979,0.123,0.0240448
0.124,0.00169628,0.124,0.00144,0.124,0.0195685,0.124,0.0341823,0.124,0.0095298,0.124,0.00897026,0.124,0.009069,0.124,0.00897026,0.124,0.0092994,0.124,0.0240119,0.124,0.0246702
0.125,0.00169628,0.125,0.00144659,0.125,0.020161,0.125,0.0343469,0.125,0.00831198,0.125,0.00893735,0.125,0.00933231,0.125,0.00910192,0.125,0.0097602,0.125,0.023979,0.125,0.0236828
0.126,0.00169628,0.126,0.00145977,0.126,0.0200623,0.126,0.0346102,0.126,0.00864112,0.126,0.00903609,0.126,0.0092994,0.126,0.009069,0.126,0.0083449,0.126,0.0239461,0.126,0.023979
0.127,0.00169628,0.127,0.00144,0.127,0.0184824,0.127,0.033524,0.127,0.00916774,0.127,0.00920066,0.127,0.00850947,0.127,0.00913483,0.127,0.00873986,0.127,0.0239461,0.127,0.0237486
0.128,0.00169628,0.128,0.00144,0.128,0.0193052,0.128,0.0343469,0.128,0.00910192,0.128,0.00916774,0.128,0.00910192,0.128,0.009069,0.128,0.00916774,0.128,0.0240448,0.128,0.0243082
0.129,0.00172919,0.129,0.00144659,0.129,0.0198648,0.129,0.0345444,0.129,0.00916774,0.129,0.00910192,0.129,0.00936523,0.129,0.00916774,0.129,0.0092994,0.129,0.0240119,0.129,0.0240119
0.13,0.00176211,0.13,0.00144,0.13,0.020161,0.13,0.0337874,0.13,0.00946397,0.13,0.00900318,0.13,0.00916774,0.13,0.00910192,0.13,0.00946397,0.13,0.023979,0.13,0.0240119
0.131,0.00172919,0.131,0.00145318,0.131,0.0189761,0.131,0.0338203,0.131,0.00857529,0.131,0.00900318,0.131,0.00943106,0.131,0.00913483,0.131,0.00920066,0.131,0.0240119,0.131,0.0244398
0.132,0.00166337,0.132,0.00142023,0.132,0.0200293,0.132,0.0341494,0.132,0.00877278,0.132,0.00893735,0.132,0.00880569,0.132,0.00903609,0.132,0.00936523,0.132,0.023979,0.132,0.0240119
0.133,0.00172919,0.133,0.00145318,0.133,0.0198977,0.133,0.0344456,0.133,0.00893735,0.133,0.00900318,0.133,0.00913483,0.133,0.009069,0.133,0.00821324,0.133,0.023979,0.133,0.0237157
0.134,0.00169628,0.134,0.00144,0.134,0.0194698,0.134,0.0332278,0.134,0.00864112,0.134,0.00900318,0.134,0.00844364,0.134,0.009069,0.134,0.00890443,0.134,0.0239461,0.134,0.0238474
0.135,0.00176211,0.135,0.00145977,0.135,0.019404,0.135,0.0338861,0.135,0.00933231,0.135,0.00910192,0.135,0.009069,0.135,0.00913483,0.135,0.009069,0.135,0.0239461,0.135,0.0240448
0.136,0.00169628,0.136,0.00144,0.136,0.0200293,0.136,0.0342811,0.136,0.00890443,0.136,0.00916774,0.136,0.00939814,0.136,0.00916774,0.136,0.00979311,0.136,0.023979,0.136,0.0244069
0.137,0.00169628,0.137,0.00143341,0.137,0.0201281,0.137,0.0345115,0.137,0.00860821,0.137,0.00910192,0.137,0.00936523,0.137,0.00920066,0.137,0.00979311,0.137,0.0239461,0.137,0.0241107
0.138,0.00176211,0.138,0.00145318,0.138,0.0192723,0.138,0.0333595,0.138,0.00949688,0.138,0.00923357,0.138,0.00956271,0.138,0.00913483,0.138,0.00946397,0.138,0.0240119,0.138,0.024374
0.139,0.00172919,0.139,0.00142682,0.139,0.0195356,0.139,0.0340178,0.139,0.00926649,0.139,0.00920066,0.139,0.00949688,0.139,0.00903609,0.139,0.0078841,0.139,0.023979,0.139,0.0244727
0.14,0.00172919,0.14,0.00142023,0.14,0.019766,0.14,0.0347419,0.14,0.00926649,0.14,0.00923357,0.14,0.00883861,0.14,0.00897026,0.14,0.00850947,0.14,0.023979,0.14,0.024374
0.141,0.00169628,0.141,0.00143341,0.141,0.0201939,0.141,0.0340178,0.141,0.00956271,0.141,0.00903609,0.141,0.00890443,0.141,0.00900318,0.141,0.00867404,0.141,0.0240119,0.141,0.0234524
0.142,0.00166337,0.142,0.00143341,0.142,0.0194369,0.142,0.033919,0.142,0.00936523,0.142,0.00913483,0.142,0.00923357,0.142,0.00903609,0.142,0.00949688,0.142,0.0240119,0.142,0.0235182
0.143,0.00169628,0.143,0.00144659,0.143,0.0196344,0.143,0.0343469,0.143,0.00847655,0.143,0.00923357,0.143,0.00962854,0.143,0.00913483,0.143,0.00939814,0.143,0.0239461,0.143,0.0239461
0.144,0.00176211,0.144,0.00142682,0.144,0.020161,0.144,0.0344456,0.144,0.00897026,0.144,0.00926649,0.144,0.00969437,0.144,0.00910192,0.144,0.00939814,0.144,0.023979,0.144,0.0240778
0.145,0.00176211,0.145,0.00142023,0.145,0.0210497,0.145,0.033162,0.145,0.00939814,0.145,0.00916774,0.145,0.0095298,0.145,0.00910192,0.145,0.00916774,0.145,0.0240119,0.145,0.0240119
0.146,0.00176211,0.146,0.00144,0.146,0.0197331,0.146,0.0339519,0.146,0.00900318,0.146,0.00910192,0.146,0.00824615,0.146,0.00913483,0.146,0.00850947,0.146,0.0240119,0.146,0.0243082
0.147,0.00172919,0.147,0.00144659,0.147,0.0199635,0.147,0.0344127,0.147,0.009069,0.147,0.00910192,0.147,0.00923357,0.147,0.00913483,0.147,0.00910192,0.147,0.023979,0.147,0.0230574
0.148,0.00169628,0.148,0.00144,0.148,0.0205231,0.148,0.034676,0.148,0.00841072,0.148,0.009069,0.148,0.00903609,0.148,0.00903609,0.148,0.00926649,0.148,0.0239461,0.148,0.0231891
0.149,0.00172919,0.149,0.00144,0.149,0.0188444,0.149,0.0335899,0.149,0.009069,0.149,0.00893735,0.149,0.00926649,0.149,0.009069,0.149,0.00966145,0.149,0.0239461,0.149,0.0238474
0.15,0.00172919,0.15,0.00146635,0.15,0.0196673,0.15,0.0344786,0.15,0.00883861,0.15,0.00900318,0.15,0.0092994,0.15,0.009069,0.15,0.00949688,0.15,0.0238803,0.15,0.0240448
0.151,0.00172919,0.151,0.00144,0.151,0.0198648,0.151,0.0344127,0.151,0.00900318,0.151,0.00913483,0.151,0.00926649,0.151,0.009069,0.151,0.00926649,0.151,0.0239132,0.151,0.024374
0.152,0.00176211,0.152,0.00142682,0.152,0.0195685,0.152,0.0334582,0.152,0.00939814,0.152,0.00916774,0.152,0.00844364,0.152,0.00923357,0.152,0.00857529,0.152,0.0239461,0.152,0.0236828
0.153,0.00169628,0.153,0.00144659,0.153,0.0186799,0.153,0.0336228,0.153,0.0095298,0.153,0.00916774,0.153,0.009069,0.153,0.00920066,0.153,0.00873986,0.153,0.023979,0.153,0.0236499
0.154,0.00176211,0.154,0.00142682,0.154,0.0197331,0.154,0.0341165,0.154,0.00864112,0.154,0.00926649,0.154,0.00910192,0.154,0.00920066,0.154,0.00916774,0.154,0.0239132,0.154,0.0239461
0.155,0.00166337,0.155,0.00144,0.155,0.020556,0.155,0.0348406,0.155,0.00920066,0.155,0.00926649,0.155,0.00926649,0.155,0.00910192,0.155,0.00943106,0.155,0.0239461,0.155,0.0239132
0.156,0.00169628,0.156,0.00147294,0.156,0.0204243,0.156,0.0331949,0.156,0.00910192,0.156,0.00926649,0.156,0.00992477,0.156,0.00903609,0.156,0.00890443,0.156,0.0239461,0.156,0.0245056
0.157,0.00169628,0.157,0.00144659,0.157,0.0195685,0.157,0.0337544,0.157,0.00897026,0.157,0.00910192,0.157,0.00920066,0.157,0.00900318,0.157,0.00933231,0.157,0.0240119,0.157,0.0244069
0.158,0.00169628,0.158,0.00143341,0.158,0.0201281,0.158,0.0343798,0.158,0.009069,0.158,0.009069,0.158,0.00864112,0.158,0.00903609,0.158,0.00854238,0.158,0.0240448,0.158,0.0240448
0.159,0.00172919,0.159,0.00143341,0.159,0.0204243,0.159,0.0345773,0.159,0.00900318,0.159,0.00903609,0.159,0.00893735,0.159,0.00903609,0.159,0.00903609,0.159,0.0240448,0.159,0.0226295
0.16,0.00172919,0.16,0.00143341,0.16,0.0186799,0.16,0.0332936,0.16,0.00877278,0.16,0.00926649,0.16,0.00910192,0.16,0.00913483,0.16,0.00864112,0.16,0.023979,0.16,0.0237815
0.161,0.00172919,0.161,0.00142023,0.161,0.0196673,0.161,0.0339519,0.161,0.009069,0.161,0.00926649,0.161,0.00979311,0.161,0.00903609,0.161,0.00923357,0.161,0.0240119,0.161,0.0242094
0.162,0.00169628,0.162,0.00144,0.162,0.0201281,0.162,0.0344456,0.162,0.00900318,0.162,0.00923357,0.162,0.0095298,0.162,0.00910192,0.162,0.00920066,0.162,0.0240119,0.162,0.0245056
0.163,0.00172919,0.163,0.00142682,0.163,0.020161,0.163,0.0345773,0.163,0.00923357,0.163,0.00920066,0.163,0.00933231,0.163,0.00916774,0.163,0.00910192,0.163,0.0240119,0.163,0.0239461
0.164,0.00172919,0.164,0.00144659,0.164,0.0188444,0.164,0.033524,0.164,0.00900318,0.164,0.00920066,0.164,0.00897026,0.164,0.00913483,0.164,0.00985894,0.164,0.0240119,0.164,0.0244069
0.165,0.00176211,0.165,0.00145318,0.165,0.0200623,0.165,0.0344786,0.165,0.00900318,0.165,0.00910192,0.165,0.00870695,0.165,0.009069,0.165,0.00841072,0.165,0.0239132,0.165,0.0238144
0.166,0.00176211,0.166,0.00144659,0.166,0.0205889,0.166,0.0342482,0.166,0.00883861,0.166,0.00897026,0.166,0.00864112,0.166,0.009069,0.166,0.00890443,0.166,0.0239132,0.166,0.0242094
0.167,0.00169628,0.167,0.00141364,0.167,0.0204243,0.167,0.0337874,0.167,0.00887152,0.167,0.009069,0.167,0.00926649,0.167,0.00910192,0.167,0.00946397,0.167,0.023979,0.167,0.0242423
0.168,0.00172919,0.168,0.00142682,0.168,0.0194369,0.168,0.0337215,0.168,0.00956271,0.168,0.00903609,0.168,0.00962854,0.168,0.00916774,0.168,0.00956271,0.168,0.0239132,0.168,0.0242423
0.169,0.00172919,0.169,0.00144659,0.169,0.0192723,0.169,0.0341165,0.169,0.00936523,0.169,0.00913483,0.169,0.00979311,0.169,0.00916774,0.169,0.00956271,0.169,0.0239132,0.169,0.0235511
0.17,0.00169628,0.17,0.00143341,0.17,0.020161,0.17,0.0343798,0.17,0.00920066,0.17,0.009069,0.17,0.00966145,0.17,0.00916774,0.17,0.00966145,0.17,0.0239132,0.17,0.0241436
0.171,0.00169628,0.171,0.00144,0.171,0.020161,0.171,0.0334253,0.171,0.00864112,0.171,0.00913483,0.171,0.00801576,0.171,0.00913483,0.171,0.00818033,0.171,0.023979,0.171,0.0243082
0.172,0.00172919,0.172,0.00144659,0.172,0.0193052,0.172,0.0347089,0.172,0.00880569,0.172,0.00920066,0.172,0.00926649,0.172,0.009069,0.172,0.00877278,0.172,0.0239461,0.172,0.0233866
0.173,0.00172919,0.173,0.00144,0.173,0.0200293,0.173,0.0339848,0.173,0.00903609,0.173,0.00910192,0.173,0.00962854,0.173,0.00893735,0.173,0.009069,0.173,0.023979,0.173,0.0240119
0.174,0.00172919,0.174,0.00143341,0.174,0.0200952,0.174,0.0342152,0.174,0.00923357,0.174,0.00900318,0.174,0.00893735,0.174,0.00897026,0.174,0.00890443,0.174,0.0240119,0.174,0.0242423
0.175,0.00172919,0.175,0.00144659,0.175,0.0189103,0.175,0.0335899,0.175,0.00959563,0.175,0.00903609,0.175,0.00959563,0.175,0.00903609,0.175,0.00913483,0.175,0.0240448,0.175,0.0237157
0.176,0.00172919,0.176,0.00145318,0.176,0.0193052,0.176,0.0337874,0.176,0.00949688,0.176,0.00913483,0.176,0.00956271,0.176,0.009069,0.176,0.00939814,0.176,0.0240448,0.176,0.0237486
0.177,0.00172919,0.177,0.00144,0.177,0.0200293,0.177,0.0340836,0.177,0.00831198,0.177,0.00910192,0.177,0.00844364,0.177,0.00910192,0.177,0.00837781,0.177,0.0240119,0.177,0.0240448
0.178,0.00172919,0.178,0.00143341,0.178,0.0202268,0.178,0.0344456,0.178,0.00870695,0.178,0.00920066,0.178,0.00873986,0.178,0.00913483,0.178,0.0092994,0.178,0.023979,0.178,0.0240448
0.179,0.00172919,0.179,0.00144659,0.179,0.0191736,0.179,0.0340507,0.179,0.009069,0.179,0.00903609,0.179,0.00873986,0.179,0.00913483,0.179,0.0092994,0.179,0.023979,0.179,0.0241107
0.18,0.00172919,0.18,0.00144659,0.18,0.0199635,0.18,0.0331949,0.18,0.00890443,0.18,0.00900318,0.18,0.00936523,0.18,0.00910192,0.18,0.00962854,0.18,0.0240119,0.18,0.0237486
0.181,0.00176211,0.181,0.00143341,0.181,0.0200623,0.181,0.0330962,0.181,0.00946397,0.181,0.00900318,0.181,0.00962854,0.181,0.00910192,0.181,0.00946397,0.181,0.0239461,0.181,0.0237157
0.182,0.00172919,0.182,0.00144659,0.182,0.019766,0.182,0.0338532,0.182,0.00936523,0.182,0.00893735,0.182,0.00920066,0.182,0.00910192,0.182,0.00824615,0.182,0.023979,0.182,0.0242423
0.183,0.00172919,0.183,0.00144659,0.183,0.0192394,0.183,0.0343798,0.183,0.00867404,0.183,0.00900318,0.183,0.00860821,0.183,0.00910192,0.183,0.00873986,0.183,0.0239461,0.183,0.023617
0.184,0.00172919,0.184,0.00143341,0.184,0.0197002,0.184,0.0343469,0.184,0.00933231,0.184,0.00913483,0.184,0.00857529,0.184,0.00910192,0.184,0.00936523,0.184,0.0239461,0.184,0.0241107
0.185,0.00176211,0.185,0.00142023,0.185,0.0199635,0.185,0.0343469,0.185,0.00900318,0.185,0.00916774,0.185,0.00903609,0.185,0.00920066,0.185,0.00946397,0.185,0.0239461,0.185,0.0242094
0.186,0.00172919,0.186,0.00145318,0.186,0.0201939,0.186,0.0338203,0.186,0.00966145,0.186,0.00913483,0.186,0.00933231,0.186,0.00916774,0.186,0.00943106,0.186,0.023979,0.186,0.0240448
0.187,0.00176211,0.187,0.00143341,0.187,0.0198977,0.187,0.0338861,0.187,0.00910192,0.187,0.00910192,0.187,0.00972728,0.187,0.00920066,0.187,0.00969437,0.187,0.0239461,0.187,0.0235511
0.188,0.00169628,0.188,0.00144659,0.188,0.018614,0.188,0.0342152,0.188,0.00857529,0.188,0.00913483,0.188,0.0097602,0.188,0.00916774,0.188,0.00804867,0.188,0.0239461,0.188,0.0240448
0.189,0.00176211,0.189,0.00145977,0.189,0.0193711,0.189,0.0344786,0.189,0.00943106,0.189,0.00920066,0.189,0.00920066,0.189,0.009069,0.189,0.00808159,0.189,0.023979,0.189,0.0243411
0.19,0.00169628,0.19,0.00144659,0.19,0.0195356,0.19,0.0341823,0.19,0.00897026,0.19,0.00913483,0.19,0.00873986,0.19,0.00900318,0.19,0.00943106,0.19,0.023979,0.19,0.0246702
0.191,0.00172919,0.191,0.00145977,0.191,0.0201281,0.191,0.0338861,0.191,0.00943106,0.191,0.00900318,0.191,0.00864112,0.191,0.00900318,0.191,0.00943106,0.191,0.0240448,0.191,0.0240778
0.192,0.00179502,0.192,0.00145318,0.192,0.0202597,0.192,0.0340178,0.192,0.00883861,0.192,0.00910192,0.192,0.00933231,0.192,0.00903609,0.192,0.00903609,0.192,0.0240119,0.192,0.0241436
0.193,0.00166337,0.193,0.00145318,0.193,0.0202268,0.193,0.0340507,0.193,0.00900318,0.193,0.00916774,0.193,0.0100235,0.193,0.00913483,0.193,0.00939814,0.193,0.0240119,0.193,0.0239132
0.194,0.00172919,0.194,0.00143341,0.194,0.0189761,0.194,0.0340836,0.194,0.00893735,0.194,0.00920066,0.194,0.00959563,0.194,0.00910192,0.194,0.00844364,0.194,0.0240119,0.194,0.0233866
0.195,0.00176211,0.195,0.00144659,0.195,0.0196344,0.195,0.0343469,0.195,0.00949688,0.195,0.00916774,0.195,0.00916774,0.195,0.00913483,0.195,0.00883861,0.195,0.0240119,0.195,0.0235511
0.196,0.00172919,0.196,0.00143341,0.196,0.0197331,0.196,0.0333924,0.196,0.00923357,0.196,0.00920066,0.196,0.00883861,0.196,0.00910192,0.196,0.0095298,0.196,0.0240119,0.196,0.0241436
0.197,0.00172919,0.197,0.00144,0.197,0.020161,0.197,0.0334911,0.197,0.00920066,0.197,0.009069,0.197,0.00939814,0.197,0.00920066,0.197,0.00939814,0.197,0.023979,0.197,0.0239461
0.198,0.00169628,0.198,0.00145977,0.198,0.0205889,0.198,0.0341823,0.198,0.00837781,0.198,0.00897026,0.198,0.00949688,0.198,0.00913483,0.198,0.00926649,0.198,0.023979,0.198,0.0237157
0.199,0.00169628,0.199,0.00145318,0.199,0.0191736,0.199,0.0347089,0.199,0.00933231,0.199,0.00893735,0.199,0.00923357,0.199,0.00910192,0.199,0.00923357,0.199,0.0239132,0.199,0.0234195
0.2,0.00172919,0.2,0.00145318,0.2,0.0195356,0.2,0.0344786,0.2,0.00850947,0.2,0.00880569,0.2,0.00860821,0.2,0.00910192,0.2,0.00900318,0.2,0.0239461,0.2,0.0240778
0.201,0.00176211,0.201,0.00145977,0.201,0.0197002,0.201,0.0332278,0.201,0.00946397,0.201,0.009069,0.201,0.00867404,0.201,0.00913483,0.201,0.009069,0.201,0.0239461,0.201,0.0240778
0.202,0.00179502,0.202,0.00143341,0.202,0.019766,0.202,0.0337874,0.202,0.00992477,0.202,0.00913483,0.202,0.00923357,0.202,0.00920066,0.202,0.00966145,0.202,0.0239132,0.202,0.0238144
0.203,0.00179502,0.203,0.00144659,0.203,0.019766,0.203,0.0343798,0.203,0.00880569,0.203,0.00916774,0.203,0.00946397,0.203,0.00923357,0.203,0.00897026,0.203,0.0239132,0.203,0.0234524
0.204,0.00169628,0.204,0.00143341,0.204,0.0186799,0.204,0.0341165,0.204,0.00946397,0.204,0.00920066,0.204,0.00939814,0.204,0.00920066,0.204,0.00933231,0.204,0.023979,0.204,0.0244069
0.205,0.00176211,0.205,0.00146635,0.205,0.0191736,0.205,0.0333924,0.205,0.00920066,0.205,0.00913483,0.205,0.00920066,0.205,0.00913483,0.205,0.00860821,0.205,0.0239132,0.205,0.0246373
0.206,0.00176211,0.206,0.00145318,0.206,0.0197331,0.206,0.0340836,0.206,0.00916774,0.206,0.00923357,0.206,0.00837781,0.206,0.00903609,0.206,0.009069,0.206,0.0239461,0.206,0.0237157
0.207,0.00172919,0.207,0.00143341,0.207,0.0199306,0.207,0.0344786,0.207,0.00936523,0.207,0.00900318,0.207,0.00883861,0.207,0.00903609,0.207,0.00880569,0.207,0.0240119,0.207,0.0239132
0.208,0.00172919,0.208,0.00142682,0.208,0.0204243,0.208,0.0348077,0.208,0.00880569,0.208,0.00897026,0.208,0.00893735,0.208,0.00903609,0.208,0.0095298,0.208,0.0240448,0.208,0.0240448
0.209,0.00166337,0.209,0.00144,0.209,0.020161,0.209,0.0331291,0.209,0.00877278,0.209,0.00903609,0.209,0.00939814,0.209,0.00913483,0.209,0.00910192,0.209,0.0240448,0.209,0.0243411
0.21,0.00172919,0.21,0.00145318,0.21,0.0193052,0.21,0.0339519,0.21,0.00900318,0.21,0.00913483,0.21,0.0100235,0.21,0.00913483,0.21,0.00893735,0.21,0.023979,0.21,0.0233866
0.211,0.00172919,0.211,0.00142682,0.211,0.0197989,0.211,0.0342152,0.211,0.00910192,0.211,0.0092994,0.211,0.0097602,0.211,0.00913483,0.211,0.00903609,0.211,0.023979,0.211,0.023617
0.212,0.00172919,0.212,0.00142682,0.212,0.0207864,0.212,0.0346102,0.212,0.00890443,0.212,0.00913483,0.212,0.00831198,0.212,0.00910192,0.212,0.00982602,0.212,0.023979,0.212,0.023979
0.213,0.00176211,0.213,0.00143341,0.213,0.0194369,0.213,0.0340178,0.213,0.00893735,0.213,0.00920066,0.213,0.00864112,0.213,0.00916774,0.213,0.00962854,0.213,0.0240119,0.213,0.0244398
0.214,0.00172919,0.214,0.00144659,0.214,0.0201281,0.214,0.0347419,0.214,0.00916774,0.214,0.00913483,0.214,0.00936523,0.214,0.00913483,0.214,0.00989185,0.214,0.023979,0.214,0.023222
0.215,0.00172919,0.215,0.00140705,0.215,0.0203585,0.215,0.0342811,0.215,0.00883861,0.215,0.00903609,0.215,0.00903609,0.215,0.009069,0.215,0.00860821,0.215,0.023979,0.215,0.0240119
0.216,0.00172919,0.216,0.00143341,0.216,0.0202597,0.216,0.0333924,0.216,0.00920066,0.216,0.00893735,0.216,0.00920066,0.216,0.009069,0.216,0.00880569,0.216,0.0239132,0.216,0.0242094
0.217,0.00169628,0.217,0.00141364,0.217,0.0193052,0.217,0.0338203,0.217,0.0083449,0.217,0.00910192,0.217,0.00827907,0.217,0.00913483,0.217,0.00880569,0.217,0.0239132,0.217,0.024374
0.218,0.00172919,0.218,0.00144659,0.218,0.0193381,0.218,0.0341494,0.218,0.00877278,0.218,0.00916774,0.218,0.00887152,0.218,0.00916774,0.218,0.00949688,0.218,0.0239132,0.218,0.0235182
0.219,0.00176211,0.219,0.00142682,0.219,0.0198648,0.219,0.0342811,0.219,0.00933231,0.219,0.00910192,0.219,0.00913483,0.219,0.00920066,0.219,0.0095298,0.219,0.0239132,0.219,0.0237815
0.22,0.00172919,0.22,0.00144659,0.22,0.0208193,0.22,0.0336228,0.22,0.00916774,0.22,0.00920066,0.22,0.00946397,0.22,0.00923357,0.22,0.00854238,0.22,0.0239132,0.22,0.0242094
0.221,0.00166337,0.221,0.00144,0.221,0.0189761,0.221,0.0342482,0.221,0.0095298,0.221,0.00920066,0.221,0.00933231,0.221,0.00916774,0.221,0.00850947,0.221,0.0239461,0.221,0.0244727
0.222,0.00176211,0.222,0.00141364,0.222,0.0194698,0.222,0.0343469,0.222,0.00900318,0.222,0.00920066,0.222,0.00824615,0.222,0.00910192,0.222,0.00933231,0.222,0.0239461,0.222,0.0233536
0.223,0.00172919,0.223,0.00143341,0.223,0.0203256,0.223,0.0337544,0.223,0.00877278,0.223,0.00916774,0.223,0.00893735,0.223,0.00903609,0.223,0.009069,0.223,0.023979,0.223,0.0237157
0.224,0.00169628,0.224,0.00141364,0.224,0.0203256,0.224,0.0339519,0.224,0.00903609,0.224,0.00903609,0.224,0.00943106,0.224,0.00903609,0.224,0.00808159,0.224,0.0240448,0.224,0.0238803
0.225,0.00166337,0.225,0.00144,0.225,0.0194698,0.225,0.0342152,0.225,0.0092994,0.225,0.009069,0.225,0.0101552,0.225,0.00916774,0.225,0.00880569,0.225,0.0240448,0.225,0.0248019
0.226,0.00169628,0.226,0.00142682,0.226,0.0203914,0.226,0.0342482,0.226,0.00966145,0.226,0.00913483,0.226,0.0100893,0.226,0.00913483,0.226,0.00956271,0.226,0.023979,0.226,0.0233866
0.227,0.00172919,0.227,0.00143341,0.227,0.0200952,0.227,0.0332607,0.227,0.009069,0.227,0.00916774,0.227,0.00897026,0.227,0.00916774,0.227,0.00972728,0.227,0.0239461,0.227,0.0236499
0.228,0.00172919,0.228,0.00142023,0.228,0.0188774,0.228,0.0340836,0.228,0.00913483,0.228,0.00920066,0.228,0.00916774,0.228,0.00916774,0.228,0.00890443,0.228,0.0239461,0.228,0.0238144
0.229,0.00169628,0.229,0.0012621,0.229,0.0198648,0.229,0.0340507,0.229,0.00962854,0.229,0.00913483,0.229,0.00933231,0.229,0.00920066,0.229,0.0095298,0.229,0.023979,0.229,0.023979
0.23,0.00176211,0.23,0.00128186,0.23,0.0207864,0.23,0.0342811,0.23,0.00873986,0.23,0.00903609,0.23,0.00936523,0.23,0.0092994,0.23,0.0095298,0.23,0.0240448,0.23,0.0230903
0.231,0.00169628,0.231,0.00145977,0.231,0.0204572,0.231,0.033524,0.231,0.00880569,0.231,0.00903609,0.231,0.00936523,0.231,0.00920066,0.231,0.00959563,0.231,0.023979,0.231,0.023979
0.232,0.00172919,0.232,0.00140705,0.232,0.018647,0.232,0.0342811,0.232,0.00910192,0.232,0.00890443,0.232,0.00867404,0.232,0.00916774,0.232,0.00827907,0.232,0.0239132,0.232,0.023979
0.233,0.00172919,0.233,0.00139388,0.233,0.020161,0.233,0.0343798,0.233,0.00926649,0.233,0.00897026,0.233,0.00893735,0.233,0.00920066,0.233,0.00900318,0.233,0.0239132,0.233,0.0243411
0.234,0.00176211,0.234,0.00143341,0.234,0.0198977,0.234,0.0329645,0.234,0.00818033,0.234,0.00910192,0.234,0.00936523,0.234,0.00926649,0.234,0.00959563,0.234,0.0238474,0.234,0.0232878
0.235,0.00172919,0.235,0.00142023,0.235,0.0206547,0.235,0.0333595,0.235,0.00956271,0.235,0.00910192,0.235,0.00913483,0.235,0.0092994,0.235,0.0100893,0.235,0.0239461,0.235,0.0240448
0.236,0.00172919,0.236,0.00140046,0.236,0.0194369,0.236,0.0341823,0.236,0.00959563,0.236,0.00913483,0.236,0.00985894,0.236,0.00936523,0.236,0.00920066,0.236,0.0239461,0.236,0.0242423
0.237,0.00172919,0.237,0.00145318,0.237,0.0200952,0.237,0.0342811,0.237,0.0095298,0.237,0.00910192,0.237,0.00837781,0.237,0.0092994,0.237,0.00920066,0.237,0.0239461,0.237,0.0246044
0.238,0.00169628,0.238,0.00141364,0.238,0.0202268,0.238,0.0335899,0.238,0.00900318,0.238,0.00910192,0.238,0.00933231,0.238,0.00926649,0.238,0.00923357,0.238,0.023979,0.238,0.0234524
0.239,0.00176211,0.239,0.00140046,0.239,0.0208193,0.239,0.0339519,0.239,0.00910192,0.239,0.00913483,0.239,0.00946397,0.239,0.00923357,0.239,0.00956271,0.239,0.0240119,0.239,0.0238803
0.24,0.00169628,0.24,0.00143341,0.24,0.0194698,0.24,0.034676,0.24,0.00949688,0.24,0.00910192,0.24,0.00946397,0.24,0.009069,0.24,0.00864112,0.24,0.0239461,0.24,0.0240448
0.241,0.00176211,0.241,0.00144659,0.241,0.0200623,0.241,0.0341823,0.241,0.00903609,0.241,0.00910192,0.241,0.00854238,0.241,0.00913483,0.241,0.00926649,0.241,0.0240448,0.241,0.023979
0.242,0.00176211,0.242,0.00143341,0.242,0.0200623,0.242,0.0336228,0.242,0.00900318,0.242,0.00910192,0.242,0.00897026,0.242,0.00920066,0.242,0.00982602,0.242,0.023979,0.242,0.0241107
0.243,0.00176211,0.243,0.00142682,0.243,0.0205231,0.243,0.0340836,0.243,0.00910192,0.243,0.00920066,0.243,0.009069,0.243,0.00926649,0.243,0.00949688,0.243,0.0240119,0.243,0.0240448
